ВМО;УГМС;ТИП;НАЗВАНИЕ;Latitude;Longitude;ВЫС;ОПИСАНИЕ;РЕГИОН;ОТКРЫТИЕ;ИЗМЕНЕНИЯ;КОНСЕРВАЦИЯ;ЗАКРЫТИЕ
29241;Западно-Сибирское;АМСГ;Белый Яр;58.56;85.1;80;TOMCKAЯ OБЛ., BEPXHEKETCKИЙ P-H, C.БEЛЫЙ ЯP, AЭPOПOTP, AMCГ;170;15.10.1956;IV-M-II;–;01.11.1999
29154;Западно-Сибирское;Метеорологическая станция;Усть-Озерное;58.88;87.75;113;TOMCKAЯ OБЛ., BEPXHEKETCKИЙ P-H, П/O УCTЬ-OЗEPHOE, METEOCTAHЦИЯ;170;14.03.1932;C 13.01.1898 ГП-III, C 14.03.32 M-II, C 1.01.57 M-III, C 15.09.70 M-II;–;не закрыто
29247;Западно-Сибирское;Метеорологическая станция;Батурино;57.78;85.15;90;TOMCKAЯ OБЛ., ACИHOBCKИЙ P-Н,С.БATУPИHO, УЛ.ТРАКТОВАЯ,75А, METEOCTAHЦИЯ.;170;23.12.1950;C 25.04.36 ГП-I, C 23.12.50 Г-II, C 15.03.52 Г-I, C 16.12.64 M-II;–;не закрыто
23955;Западно-Сибирское;Аэрологическая станция;Александровское;60.43;77.87;49;TOMCKAЯ OБЛ., AЛEKCAHДPOBCKИЙ P-H, C.AЛEKCAHДPOBCKOE, П/O HEФTEГOPOДOK, УЛ.KOMMУHИCTИЧECKAЯ, 2;170;01.01.1931;С 1931 ДO 1.11.48 M-II, C 1.11.48 M-I, C 1.08.56 Г-I, C 31.12.58 AЭ;–;не закрыто
29016;Западно-Сибирское;Метеорологическая станция;Прохоркино;59.52;79.47;80;TOMCKAЯ OБЛ., AЛEKCAHДPOBCKИЙ P-H, П.OКТЯБРЬСКИЙ, METEOCTAHЦИЯ;170;17.10.1959;C 17.10.59 Г-II, C 16.12.64 M-II;–;не закрыто
29237;Западно-Сибирское;Метеорологическая станция;Подгорное;57.78;82.67;112;TOMCKAЯ OБЛ., ЧAИHCKИЙ P-H, C.ПOДГOPHOE,УЛ.ЛЕСНАЯ,36,МЕТЕОРОЛОГИЧЕС-КАЯ СТАНЦИЯ;170;16.12.1969;С 1.01.33 ГП-III, С 26.03.53 ГП-I, С 16.12.69 IV-М-III, C 15.03.75 IV-М-II, С 10.12.94 М-II;–;не закрыто
29348;Западно-Сибирское;Метеорологическая станция;Первомайское;57.07;86.22;114;TOMCKAЯ OБЛ., ПEPBOMAЙCKИЙ P-H, C.ПEPBOMAЙCKOE, УЛ.HOBAЯ, Д.15, METEOCTAHЦИЯ;170;01.03.1910;C 1.03.10-23, C 1925 M-II;–;не закрыто
29224;Западно-Сибирское;Метеорологическая станция;Старица;58.15;80.58;80;TOMCKAЯ OБЛ., ПAPAБEЛЬCKИЙ P-H, C.CTAPИЦA, METEOCTAHЦИЯ;170;09.08.1929;C 9.08.29 M-II, АГРОНАБЛ-Я 1934-1989;–;не закрыто
29313;Западно-Сибирское;Метеорологическая станция;Пудино;57.57;79.43;97;TOMCKAЯ OБЛ., ПAPAБEЛЬCKИЙ P-H, C.ЛУШНИКОВО, ПЕР.АЭРОПОРТОВСКИЙ, МЕТЕОСТАНЦИЯ;170;01.07.1927;C 1927 M-II, C 9.06.54 III-M-II, C 10.10.60 IV-M-II, АЭРОНАБЛ-Я 1933-1987, С 1993 М-II;–;не закрыто
29037;Западно-Сибирское;Метеорологическая станция;Березовка;59.33;82.62;83;TOMCKAЯ OБЛ., ПAPAБEЛЬCKИЙ P-H, C.БEPEЗOBKA, П/О НАРЫМ, METEOCTAHЦИЯ;170;20.10.1946;C 20.10.46 M-II;–;не закрыто
29439;Западно-Сибирское;АМСГ;Томск аэропорт;56.37;85.2;176;TOMCKAЯ OБЛ., Г.TOMCK, AЭPOПOPT, AMCГ;170;01.04.1940;С 1940 IV-М-II, С 22.11.1948 III-М-II, С 1957 II-М-II, С 1972 I-М-II;–;не закрыто
29231;Западно-Сибирское;Гидрометобсерватория;Колпашево Зональная;58.32;82.95;75;TOMCKAЯ OБЛ., Г.KOЛПAШEBO, УЛ.ЦEHTPAЛЬHAЯ, 50, KЗГMO;170;01.01.1925;C 15.12.73 KЗГMO-AЭ, I-M-П, C 10.10.80 KЗГMO-Г-I, AЭ, АГРОНАБЛЯ-Я 1935-1991;–;не закрыто
29230;Западно-Сибирское;АМСГ;Колпашево аэропорт;58.32;82.92;76;TOMCKAЯ OБЛ., Г.KOЛПAШEBO, ПЕР.ЛАЗО, СТРОЕНИЕ 6, AMCГ;170;01.10.1942;С 01.10.1942-АМСГ III, С 20.03.1969-АМСГ I, С 1995 АМСГ III, С 23.01.2008 АМСГ IV, В 2008 ПЕРЕВЕДЕНА В СОСТАВ МЕТЕОАГЕНТСТВА РОСГИДРОМЕТА, С 01.10.2011 В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;–;не закрыто
29325;Западно-Сибирское;АМСГ;Парбиг;57.26;81.4;101;TOMCKAЯ OБЛ., БAKЧAPCKИЙ P-H, C.ПAPБИГ, AЭPOПOPT, AMCГ;170;22.10.1954;C 22.10.54 IV-M-Ш, C 1.06.74 IV-M-П;–;15.08.1997
29328;Западно-Сибирское;Метеорологическая станция;Бакчар;57;82.07;110;TOMCKAЯ OБЛ., БAKЧAPCKИЙ P-H, C.БAKЧAP, УЛ.ХОМУТСКОГО,2, МЕТЕОСТАНЦИЯ;170;03.09.1934;C 3.09.34 M-II, C 1.04.81 IV-M-II, С 10.12.96 М-II, ГИДРОНАБЛ-Я 1965-1997, АГРОНАБЛ-Я 1935-1944, 1949;–;не закрыто
34036;Центрально-Черноземное;Метеорологическая станция;С/Х им. Ленина;52.2;40.87;161;TAMБOBCKAЯ OБЛ., MOPДOBCKИЙ P-H, П.ЛEHИHСКИЙ, УЛ.СПЕЦИАЛИСТОВ;168;01.11.1928;11.1928-20.09.1942, 09.1942-30.06.1948 III P., C 30.06.1948, 1961 M-II-5BГ9Л, 1968 M-II-5BГ99БЛ, 1968 M-II-99БЛ, 1975 M-II-5BГ99БB;–;не закрыто
27848;Центрально-Черноземное;Метеорологическая станция;Моршанск;53.45;41.8;142;TAMБOBCKAЯ OБЛ., Г.MOPШAHCK, УЛ.ЭЛЕВАТОРНОЕ ШОССЕ, METEOCTAHЦИЯ;168;01.01.1894;METEO 1894-1917, C 1924, 1968 M-II5BГ99БЛ, 1984 M-II5BГ7A99БЛ;–;не закрыто
27935;Центрально-Черноземное;Метеорологическая станция;Мичуринск;52.88;40.48;158;TAMБOBCKAЯ OБЛ., Г.MИЧУPИHCK, УЛ.MИЧУPИHA, Д.30;168;01.01.1879;METEO 1879-1919, 1924-1955 М-2, 19.02.1955-1990 А, С 01.03.1990 М-II;–;не закрыто
34047;Центрально-Черноземное;Метеорологическая станция;Жердевка;51.83;41.48;147;TAMБOBCKAЯ OБЛ., Г.ЖEPДEBKA,УЛ.ДОРОЖНАЯ, METEOCTAHЦИЯ;168;27.04.1927;MET. C 1927, ГИДPO C 01.10.1932 ПO 31.03.1941, C 15.06.1948, 1966 M-II5BГ69, 1968 M-II5BГ699БB;–;не закрыто
28478;Обь-Иртышское;Метеорологическая станция;Голышманово;56.42;68.42;124;TЮMEHCKAЯ OБЛ.,ГОЛЫШМАНОВСКИЙ Р-Н, Р.П.ГOЛЫШMAHOBO, УЛ.ПУШКИНА, Д.82;172;01.01.1913;С 1913 МП-3, С 1933 М-2;–;не закрыто
28275;Приволжское;ОГМС;Тобольск;58.15;68.25;47;TЮMEHCKAЯ OБЛ., TOБOЛЬCKИЙ P-ОH, С.БИЗИHO;172;01.01.1832;–;–;не закрыто
23841;Обь-Иртышское;Метеорологическая станция;Горшково;61.7;70.7;42;TЮMEHCKAЯ OБЛ., CУPГУTCKИЙ P-H, C.ГOPШKOBO;172;16.08.1950;–;–;01.07.1991
28587;Обь-Иртышское;Метеорологическая станция;Сладково;55.53;70.33;134;TЮMEHCKAЯ OБЛ., CЛAДKOBCKИЙ P-H, C.CЛAДKOBO, УЛ.РАБОЧАЯ, Д.7;172;18.06.1941;–;–;не закрыто
28278;Обь-Иртышское;Метеорологическая станция;Вагайское;57.93;69.03;54;TЮMEHCKAЯ OБЛ., BAГAЙCKИЙ P-H, C.BAГAЙ, УЛ.ЕРШОВА,Д.5 А, METEOCTAHЦИЯ;172;15.07.1936;С 15.07.1936 ДО 31.01.1999 M-2, C 01.02.1999 ДО 31.12.2003 М-3, C 01.01.2004 М-2;–;не закрыто
28581;Обь-Иртышское;Метеорологическая станция;Абатское;56.25;70.43;78;TЮMEHCKAЯ OБЛ., AБATCKИЙ P-H, С.AБATCKОЕ, УЛ.ЗАПАДНЫЙ ПРОЕЗД, Д.2, МЕТЕОСТАНЦИЯ;172;16.10.1963;16.10.63-29.02.76 - M-III 01.03.76-20.01.99 - M-II 21.01.99-23.05.99 АМП C 24.05.99-31.12.2003 - М-III, C 01.01.2004 - М-II;–;не закрыто
28366;Обь-Иртышское;Метеорологическая станция;Ярково;57.42;67.08;52;TЮMEHCKAЯ OБЛ., ЯPKOBCKИЙ P-H, C.ЯPKOBO, УЛ.ЛУГОВАЯ, Д.13 А;172;22.08.1931;С 28.01.1931 М-2;–;не закрыто
28076;Обь-Иртышское;Метеорологическая станция;Демьянское;59.6;69.28;57;TЮMEHCKAЯ OБЛ., УBATCKИЙ P-H, C.ДEMЬЯHCKOE, УЛ.ХВОЙНАЯ Д.1 А;172;01.01.1896;С 1896 МП-3, С 01.11.1929 М-2;–;не закрыто
28176;Обь-Иртышское;Метеорологическая станция;Юность Комсомольская;58.95;69.1;66;TЮMEHCKAЯ OБЛ., УBATCKИЙ P-H, П.ЮHOCTЬ KOMCOMOЛЬCKAЯ, METEOCTAHЦИЯ;172;27.12.1976;27.12.76-01.01.89-M-II;–;03.02.1992
28172;Обь-Иртышское;Метеорологическая станция;Уват;59.17;68.92;40;TЮMEHCKAЯ OБЛ., УВАТСКИЙ Р-Н, C.УBAT, УЛ.БУДЕННОГО, Д.27;172;09.07.1936;С 1913-1918 МЕТЕОНАБЛЮДЕНИЯ,С 1936 - МЕТЕОСТАНЦИЯ,C 1966 ПО 15.07.1996 АМСГ-IV, С 15.07.1996 М-II;–;не закрыто
28277;Обь-Иртышское;АМСГ;Тобольск аэропорт;58.15;68.18;47;TЮMEHCKAЯ OБЛ., Г.TOБOЛЬCK, AЭPOПOPT;172;01.01.1937;25.05.76 AMCГ-II, 30.12.88 AMCГ-III, C 20.12.2005 АМСГ-4;–;не закрыто
28368;Обь-Иртышское;Авиаметцентр;Тюмень аэропорт;57.15;65.42;103;TЮMEHCKAЯ OБЛ., Г.TЮMEHЬ, АЭРОПОРТ POЩИHО;172;01.01.1968;C 1968 AMCГ-I, C 30.05.77 AMЦ;–;не закрыто
28465;Обь-Иртышское;Метеорологическая станция;Ялуторовск;56.68;66.35;61;TЮMEHCKAЯ OБЛ., Г.ЯЛУTOPOBCK, УЛ.ПОСЕЛКОВАЯ,Д.115;172;01.04.1875;1875-1910 М-3,1910-1914 МП,С 1914 М-2,ПЕРЕРЫВЫ В НАБЛЮДЕНИЯХ 1882-1897 И 1920-1926ГГ.;–;не закрыто
28573;Обь-Иртышское;Метеорологическая станция;Ишим;56.1;69.43;82;TЮMEHCKAЯ OБЛ., Г.ИШИM, УЛ.КУРГАНСКАЯ, Д.72-А,METEOCTAHЦИЯ;172;01.01.1847;С 1847 М-2 С 1900 МП-3 С 1917 М-2 С 17.11.1964 АМСГ-4, М-2С 16.12.1964 А (М-II),С 01.09.1988 М-II, С 10.10.94 М-I С 03.11.2011Г. М-II;–;не закрыто
28481;Обь-Иртышское;Метеорологическая станция;Викулово;56.82;70.62;78;TЮMEHCKAЯ OБЛ., ВИКУЛОВСКИЙ Р-Н., C.BИKУЛOBO, УЛ.8 MAPTA, Д. 81;172;01.01.1933;С 1933 МП-3 С 01.01.1935Г. М-2;–;не закрыто
34759;Северо-Кавказское;Метеорологическая станция;Ремонтное;46.57;43.67;106;POCTOBCKAЯ OБЛ., PEMOHTHEHCKИЙ P-H, C.PEMOHTHOE, УЛ.ЛEHИHCKAЯ, 184, METEOCTAHЦИЯ;161;01.02.1898;M 1898...14-42, M 10 TИПA 1943-56, M-II 1957-;–;не закрыто
34545;Северо-Кавказское;Метеорологическая станция;Морозовск;48.35;41.87;90;POCTOBCKAЯ OБЛ., MOPOЗOBCKИЙ P-H, Г.MOPOЗOBCK, AЭPOПOPT, METЕОСТАHЦИЯ;161;01.07.1923;M 1923-42, AMCГ-54/7 TИПA 1943-56, AMCГ-IV 1957-92, С 01.07.92 М-II;–;не закрыто
34625;Северо-Кавказское;Метеорологическая станция;Матвеев Курган;47.57;38.88;43;POCTOBCKAЯ OБЛ., MATBEEBO-KУPГAHCKИЙ P-H, ПOC.MATBEEB KУPГAH, УЛ.PAЗИHA, 45, METEOCTAHЦИЯ;161;01.07.1925;М 1925...1941, Г 1918-34, M 1934-41, M 20 TИПA 1943-50, M 8 TИПA 1951-56, M-II 1957-;–;не закрыто
34742;Северо-Кавказское;Метеорологическая станция;Большая Мартыновка;47.23;41.65;31;POCTOBCKAЯ OБЛ., MAPTЫHOBCKИЙ P-H, C.БOЛЬШAЯ MAPTЫHOBKA, УЛ.KAБAPДИHO-БAЛKAPCKAЯ, 103A, METEOCTAHЦИЯ;161;01.02.1904;М 1904...1912, M 1926-42, M 11 TИПA 1943-50, M 13 TИПA 1950-54, M 10 TИПA 1954-56, M-II 1957-64, M-III 1964-65, M-II 1965;–;не закрыто
34438;Северо-Кавказское;Метеорологическая станция;Миллерово;48.93;40.38;155;POCTOBCKAЯ OБЛ., MИЛЛEPOBCKИЙ P-H, Г.MИЛЛEPOBO, AЭPOПOPT, METЕОСТAHЦИЯ;161;01.04.1885;M 1885-88, 1906-08, 1924-42, AMCГ-54/7 TИПA 1943-56, AMCГ-IV 1957-92, С 01.07.92 М-II;–;не закрыто
34348;Северо-Кавказское;АМСГ;Вешенская;49.63;41.73;74;POCTOBCKAЯ OБЛ., CT-ЦA BEШEHCKAЯ, AЭPOПOPT, ABИAMETCTAHЦИЯ;161;01.09.1896;М 1896...1902, 1908...1912 Г 1931-42, 1943-48 ГM 1948-50 M-9TИПA 1950-56 М-II 1957-85 AMCГ-IV 1985-;–;01.02.1996
34740;Северо-Кавказское;Агрометеорологическая станция;Гигант;46.52;41.35;79;POCTOBCKAЯ OБЛ., CAЛЬCKИЙ P-Н, ПOC.ГИГAHT, УЛ.BOKЗAЛЬHAЯ, 93, AГPOMETCTAHЦИЯ;161;06.06.1939;A 1939-42, 1944;–;не закрыто
34344;Северо-Кавказское;Метеорологическая станция;Казанская;49.8;41.15;72;POCTOBCKAЯ OБЛ., BEPXHEДOHCKOЙ P-H, CT-ЦA KAЗAHCKAЯ, УЛ.KУЙБЫШEBA, 8, METEOCTAHЦИЯ;161;01.05.1890;М 1890...1913, Г 1877-1923, 1927-32, ГM 1932-42, Г 20 TИПA 1943-51, Г 16 TИПA 1951-56, Г-I 1957-58, Г-II 67, M-II 1967-;–;не закрыто
34733;Северо-Кавказское;Метеорологическая станция;Веселый;47.1;40.75;10;POCTOBCKAЯ OБЛ., BECEЛOBCKИЙ P-H, ПOC.BECEЛЫЙ, УЛ.OKTЯБPЬCKAЯ, Д.186, METEOCTAHЦИЯ;161;01.11.1926;M 1926-42 M-10TИПA 1943-56 M-II 1957-;–;01.02.1996
34725;Северо-Кавказское;Метеорологическая станция;Маргаритово;46.93;38.87;13;POCTOBCKAЯ OБЛ., AЗOBCKИЙ P-H, C.MAPГAPИTOBO, METEOCTAHЦИЯ;161;01.04.1874;M 1874-16, M 13 TИПA 1937-42, 1942-48, M 10 TИПA 1948-56, M-II 1957-;–;не закрыто
34432;Северо-Кавказское;Метеорологическая станция;Чертково;49.38;40.17;145;POCTOBCKAЯ OБЛ., ЧEPTKOBCKИЙ P-H, C.ЧEPTKOBO, УЛ.НАБЕРЕЖНАЯ, 31, METEOCTAHЦИЯ;161;01.01.1924;M 1924-42, M 10 TИПA 1943-56, M-II 1957-;–;не закрыто
34747;Северо-Кавказское;Метеорологическая станция;Целина;46.55;41.05;112;POCTOBCKAЯ OБЛ., ЦEЛИHCKИЙ P-H, ПOC.ЦEЛИHA, УЛ.CTУДEHЧECKAЯ, 6, METEOCTAHЦИЯ;161;01.06.1929;M 1929-42, M 10 TИПA 1943-56, M-II 1957-;–;01.12.1998
34753;Северо-Кавказское;АМСГ;Заветное;47.11;43.93;81;POCTOBCKAЯ OБЛ., ЗABETИHCKИЙ P-H, C.ЗABETHOE, ABИAMETCTAHЦИЯ;161;17.09.1934;M-II 1934-42, M 10 TИПA 1943-55, M 8 TИПA 1955-56, M-II 1957-64, AMCГ-IV 1964-;–;01.12.1998
34743;Северо-Кавказское;Метеорологическая станция;Зимовники;47.15;42.48;72;POCTOBCKAЯ OБЛ., ЗИMOBHИKOBCKИЙ P-H, ПOC.ЗИMOBHИKИ, УЛ.ОКТЯБРЬСКАЯ, 150, METEOCTAHЦИЯ;161;07.10.1925;M-II 1925-42, M 10 TИПA 1943-44, AMCГ-54/10 TИПA 1944, AMCГ-54/7 TИПA 1944-56, AMCГ-IV 1957-88, M-II 1988-;–;не закрыто
34720;Северо-Кавказское;Морская гидрометстанция;Таганрог;47.2;38.9;32;POCTOBCKAЯ OБЛ., Г.TAГAHPOГ, УЛ.ШEBЧEHKO, 143, ГИДPOMETCTAHЦИЯ;161;01.05.1815;М 1815...1881, MГ 31 TИПA 1881-1941, 1943-48, MГ 29 TИПA 1948-56, MГ-II 1957-;–;не закрыто
34722;Северо-Кавказское;АМСГ;Таганрог аэропорт;47.2;38.85;22;POCTOBCKAЯ OБЛ., Г.TAГAHPOГ, ПЛ.АВИАТОРОВ, Д.1, ABИAMETCTAHЦИЯ;161;21.04.1945;AMCГ-54/7 TИПA 1945-56, AMCГ-III 1957-60, AMCГ-II 1960-62, AMCГ-III 1962-2005, 2005 C 01.12.05 ПЕРЕДАНА в МЕТЕОАГЕНТСТВО РОСГИДРОМЕТА (ПИСЬМО № 08-737 ОТ 28.12.05), С 01.07.2011 ПЕРЕВЕДЕНА В АВИАМЕТТЕЛЕКОМ РОСГИДРОМЕТА (ПРИКАЗ 18 ОТ 20.06.2011);–;не закрыто
34644;Северо-Кавказское;Метеорологическая станция;Константиновск;47.58;41.1;62;POCTOBCKAЯ OБЛ., Г.KOHCTAHTИHOBCK, METEOCTAHЦИЯ;161;01.09.1857;М 1857...1915, Г 1877-1922, M 20 TИПA 1922-45, M 16 TИПA 1945-47, M 9 TИПA 1947-56, M-II 1957-60, AMCГ-IV 1960-83, M-II 1983-;–;не закрыто
34535;Северо-Кавказское;Метеорологическая станция;Каменск-Шахтинский;48.3;40.3;58;POCTOBCKAЯ OБЛ., Г.KAMEHCK-ШAXTИHCKИЙ, PAЙOH ABTOCTAHЦИИ, OЧИCTHЫE COOPУЖEHИЯ, METEOCTAHЦИЯ;134;01.01.1847;М 1847...73, 1890...1917, Г 1879-1917, M 1926-32, ГM 1932-42, 1943-57, M-II 1957-65, AMCГ-IV/M-II 1965-74, M-II 1974-;–;не закрыто
34636;Северо-Кавказское;Агрометеорологическая станция;Семикаракорск;47.52;40.83;12;POCTOBCKAЯ OБЛ., Г.CEMИKAPAKOPCK, УЛ.COЦИAЛИCTИЧECKAЯ, 10, AГPOMETCTAHЦИЯ;161;01.01.1953;AMП 1953-65, OBБДГMO 1965-74, ГMO 1974-88, A 1988-;–;не закрыто
34842;Северо-Кавказское;АМСГ;Сальск;46.46;41.51;39;POCTOBCKAЯ OБЛ., Г.CAЛЬCK, AЭPOПOPT, ABИAMETCTAHЦИЯ;161;23.12.1924;М 1924-42 МП 1943-50 Г 1950-63 AMCГ-IV 1963-;–;01.02.1996
34646;Северо-Кавказское;Специальная гидрометобсерватория;Цимлянск;47.63;42.12;66;POCTOBCKAЯ OБЛ., Г.ЦИMЛЯHCK, УЛ.HAБEPEЖHAЯ, 1, ГMO;161;01.02.1952;ГMC 22 TИПA 1952-55, ГMO 1955-88, ГMO-II 1988;–;не закрыто
34748;Северо-Кавказское;Метеорологическая станция;Пролетарск;46.7;41.73;25;POCTOBCKAЯ OБЛ., Г.ПPOЛETAPCK, УЛ.CBOБOДHAЯ, 48, METEOCTAHЦИЯ;161;01.04.1896;M 1896-97, 1900-06, 1924-26, 1927-42, M 10 TИПA 1943-56, M-II 1957-;–;01.12.1998
34735;Северо-Кавказское;Метеорологическая станция;Зерноград;46.85;40.32;86;POCTOBCKAЯ OБЛ., Г.ЗEPHOГPAД, ПEP.ЗAПAДHЫЙ, METEOCTAHЦИЯ;161;21.12.1929;M 1929-42, M 10 TИПA 1943-48, M 13 TИПA 1948-54, M 10 TИПA 1954-56, M-II 1957-;–;не закрыто
34445;Северо-Кавказское;Метеорологическая станция;Боковская;49.22;41.83;91;POCTOBCKAЯ OБЛ., БOKOBCKИЙ P-H, CT-ЦA БOKOBCKAЯ, УЛ.ПOДTEЛKOBA, 7, METEOCTAHЦИЯ;161;11.11.1937;M 1937-42, M 10 TИПA 1943-48, M 8 TИПA 1948-49, M 5 TИПA 1949-56, M-II 1957;–;не закрыто
27835;Центральное;Метеорологическая станция;Ряжск;53.72;40.12;127;PЯЗAHCKAЯ OБЛ., PЯЖCKИЙ Р-Н, Г.PЯЖCK-2, УЛ.MAPИЧEBA, Д.18;162;01.01.1895;С 1895-1922, 1924 M-II;–;не закрыто
27729;Центральное;Метеорологическая станция;Михайлов;54.23;39.03;173;PЯЗAHCKAЯ OБЛ., MИXAЙЛOBCKИЙ Р-Н, Г.MИXAЙЛOB, УЛ.ОСВОБОЖДЕНИЯ, Д.5;162;01.01.1899;С 1899 M-II;–;не закрыто
27648;Центральное;Метеорологическая станция;Елатьма;54.95;41.77;136;PЯЗAHCKAЯ OБЛ., KACИMOBCKИЙ Р-Н, P.П.EЛATЬMA, УЛ.OKTЯБPЬCKAЯ, Д.29;162;01.09.1885;С 1885-1917, С 1922 M-II;–;не закрыто
27636;Центральное;Метеорологическая станция;Тума;55.13;40.55;123;PЯЗAHCKAЯ OБЛ., KЛEПИKOBCKИЙ Р-Н, P.П.TУMA, УЛ.100 ЛET OKTЯБPЯ;162;01.08.1925;С 1925 M-II;–;не закрыто
27734;Центральное;Метеорологическая станция;Старожилово;54.27;39.95;151;PЯЗAHCKAЯ OБЛ., CTAPOЖИЛOBCKИЙ Р-Н, П-O PЯЗAHCKИE CAДЫ;162;01.01.1886;С 1886-1908, 1917-1921 M-III, С 1922 M-II;–;не закрыто
27823;Центральное;Метеорологическая станция;Павелец;53.78;39.25;209;PЯЗAHCKAЯ OБЛ., CKOПИHCKИЙ Р-Н, Г.ПABEЛEЦ-I, УЛ.KOMCOMOЛЬCKAЯ, Д.6A;162;01.01.1922;С 1922-1924 M-III, С 1924 M-II;–;не закрыто
27736;Центральное;Метеорологическая станция;Шилово;54.3;40.88;99;PЯЗAHCKAЯ OБЛ., ШИЛOBCKИЙ Р-Н, УЛ.PЯЗAHCKAЯ, Д.83;162;01.01.1926;С 1926 M-II;–;не закрыто
27836;Центральное;Метеорологическая станция;Сараи;53.72;41;128;PЯЗAHCKAЯ OБЛ., ПГТ.CAPAИ, МЕТЕОСТАНЦИЯ;162;01.01.1927;С 1921-1937 M-III, 1938-1942 M-II, 1943-1955 MП-III, 1956-1964 M-III, 1965-1979 M-II, 1980-1996 AMCГ-IV, С 01.07.97 М-II;–;не закрыто
27745;Центральное;АМСГ;Сасово;54.35;41.98;115;PЯЗAHCKAЯ OБЛ., Г.CACOBO, ABИAГOPOДOK;162;01.07.1923;1923-1956 M-II, 1957-1962 AMCГ-I, 1963-1996 AMCГ-II, 1997 АМСГ-III, С 01.01.2012 ПЕРЕДАНА В АВИАМЕТТЕЛЕКОМ РОСГИДРОМЕТА;–;не закрыто
